ydatestr,ydate,cp
2009-05-21,733914,888.33
2009-05-22,733915,887
2009-05-26,733919,910.33
2009-05-27,733920,893.06
2009-05-28,733921,906.83
2009-05-29,733922,919.14
2009-06-01,733925,942.87
2009-06-02,733926,944.74
2009-06-03,733927,931.76
2009-06-04,733928,942.46
2009-06-05,733929,940.09
2009-06-08,733932,939.14
2009-06-09,733933,942.43
2009-06-10,733934,939.15
2009-06-11,733935,944.89
2009-06-12,733936,946.21
2009-06-15,733939,923.72
2009-06-16,733940,911.97
2009-06-17,733941,910.71
2009-06-18,733942,918.37
2009-06-19,733943,921.23
2009-06-22,733946,893.04
2009-06-23,733947,895.1
2009-06-24,733948,900.94
2009-06-25,733949,920.26
2009-06-26,733950,918.9
2009-06-29,733953,927.23
2009-06-30,733954,919.32
2009-07-01,733955,923.33
2009-07-02,733956,896.42
2009-07-06,733960,898.72
2009-07-07,733961,881.03
2009-07-08,733962,879.56
2009-07-09,733963,882.68
2009-07-10,733964,879.13
2009-07-13,733967,901.05
2009-07-14,733968,905.84
2009-07-15,733969,932.68
2009-07-16,733970,940.74
2009-07-17,733971,940.38
2009-07-20,733974,951.13
2009-07-21,733975,954.58
2009-07-22,733976,954.07
2009-07-23,733977,976.29
2009-07-24,733978,979.26
2009-07-27,733981,982.18
2009-07-28,733982,979.62
2009-07-29,733983,975.15
2009-07-30,733984,986.75
2009-07-31,733985,987.48
2009-08-03,733988,1002.63
2009-08-04,733989,1005.65
2009-08-05,733990,1002.72
2009-08-06,733991,997.08
2009-08-07,733992,1010.48
2009-08-10,733995,1007.1
2009-08-11,733996,994.35
2009-08-12,733997,1005.81
2009-08-13,733998,1012.73
2009-08-14,733999,1004.09
2009-08-17,734002,979.73
2009-08-18,734003,989.67
2009-08-19,734004,996.46
2009-08-20,734005,1007.37
2009-08-21,734006,1026.13
2009-08-24,734009,1025.57
2009-08-25,734010,1028
2009-08-26,734011,1028.12
2009-08-27,734012,1030.98
2009-08-28,734013,1028.93
2009-08-31,734016,1020.62
2009-09-01,734017,998.04
2009-09-02,734018,994.75
2009-09-03,734019,1003.24
2009-09-04,734020,1016.4
2009-09-08,734024,1025.39
2009-09-09,734025,1033.37
2009-09-10,734026,1044.14
2009-09-11,734027,1042.73
2009-09-14,734030,1049.34
2009-09-15,734031,1052.63
2009-09-16,734032,1068.76
2009-09-17,734033,1065.49
2009-09-18,734034,1068.3
2009-09-21,734037,1064.66
2009-09-22,734038,1071.66
2009-09-23,734039,1060.87
2009-09-24,734040,1050.78
2009-09-25,734041,1044.38
2009-09-28,734044,1062.98
2009-09-29,734045,1060.61
2009-09-30,734046,1057.08
2009-10-01,734047,1029.85
2009-10-02,734048,1025.21
2009-10-05,734051,1040.46
2009-10-06,734052,1054.72
2009-10-07,734053,1057.58
2009-10-08,734054,1065.48
2009-10-09,734055,1071.49
2009-10-12,734058,1076.19
2009-10-13,734059,1073.19
2009-10-14,734060,1092.02
2009-10-15,734061,1096.56
2009-10-16,734062,1087.68
2009-10-19,734065,1097.91
2009-10-20,734066,1091.06
2009-10-21,734067,1081.4
2009-10-22,734068,1092.91
2009-10-23,734069,1079.6
2009-10-26,734072,1066.95
2009-10-27,734073,1063.41
2009-10-28,734074,1042.63
2009-10-29,734075,1066.11
2009-10-30,734076,1036.19
2009-11-02,734079,1042.88
2009-11-03,734080,1045.41
2009-11-04,734081,1046.5
2009-11-05,734082,1066.63
2009-11-06,734083,1069.3
2009-11-09,734086,1093.08
2009-11-10,734087,1093.01
2009-11-11,734088,1098.51
2009-11-12,734089,1087.24
2009-11-13,734090,1093.48
2009-11-16,734093,1109.3
2009-11-17,734094,1110.32
2009-11-18,734095,1109.8
2009-11-19,734096,1094.9
2009-11-20,734097,1091.38
2009-11-23,734100,1106.24
2009-11-24,734101,1105.65
2009-11-25,734102,1110.63
2009-11-27,734104,1091.49
2009-11-30,734107,1095.63
2009-12-01,734108,1108.86
2009-12-02,734109,1109.24
2009-12-03,734110,1099.92
2009-12-04,734111,1105.98
2009-12-07,734114,1103.25
2009-12-08,734115,1091.94
2009-12-09,734116,1095.95
2009-12-10,734117,1102.35
2009-12-11,734118,1106.41
2009-12-14,734121,1114.11
2009-12-15,734122,1107.93
2009-12-16,734123,1109.18
2009-12-17,734124,1096.08
2009-12-18,734125,1102.47
2009-12-21,734128,1114.05
2009-12-22,734129,1118.02
2009-12-23,734130,1120.59
2009-12-24,734131,1126.48
2009-12-28,734135,1127.78
2009-12-29,734136,1126.2
2009-12-30,734137,1126.42
2009-12-31,734138,1115.1
2010-01-04,734142,1132.99
2010-01-05,734143,1136.52
2010-01-06,734144,1137.14
2010-01-07,734145,1141.69
2010-01-08,734146,1144.98
2010-01-11,734149,1146.98
2010-01-12,734150,1136.22
2010-01-13,734151,1145.68
2010-01-14,734152,1148.46
2010-01-15,734153,1136.03
2010-01-19,734157,1150.23
2010-01-20,734158,1138.04
2010-01-21,734159,1116.48
2010-01-22,734160,1091.76
2010-01-25,734163,1096.78
2010-01-26,734164,1092.17
2010-01-27,734165,1097.5
2010-01-28,734166,1084.53
2010-01-29,734167,1073.87
2010-02-01,734170,1089.19
2010-02-02,734171,1103.32
2010-02-03,734172,1097.28
2010-02-04,734173,1063.11
2010-02-05,734174,1066.19
2010-02-08,734177,1056.74
2010-02-09,734178,1070.52
2010-02-10,734179,1068.13
2010-02-11,734180,1078.47
2010-02-12,734181,1075.51
2010-02-16,734185,1094.87
2010-02-17,734186,1099.51
2010-02-18,734187,1106.75
2010-02-19,734188,1109.17
2010-02-22,734191,1108.01
2010-02-23,734192,1094.6
2010-02-24,734193,1105.24
2010-02-25,734194,1102.94
2010-02-26,734195,1104.49
2010-03-01,734198,1115.71
2010-03-02,734199,1118.31
2010-03-03,734200,1118.79
2010-03-04,734201,1122.97
2010-03-05,734202,1138.7
2010-03-08,734205,1138.5
2010-03-09,734206,1140.45
2010-03-10,734207,1145.61
2010-03-11,734208,1150.24
2010-03-12,734209,1149.99
2010-03-15,734212,1150.51
2010-03-16,734213,1159.46
2010-03-17,734214,1166.21
2010-03-18,734215,1165.83
2010-03-19,734216,1159.9
2010-03-22,734219,1165.81
2010-03-23,734220,1174.17
2010-03-24,734221,1167.72
2010-03-25,734222,1165.73
2010-03-26,734223,1166.59
2010-03-29,734226,1173.22
2010-03-30,734227,1173.27
2010-03-31,734228,1169.43
2010-04-01,734229,1178.1
2010-04-05,734233,1187.44
2010-04-06,734234,1189.44
2010-04-07,734235,1182.45
2010-04-08,734236,1186.44
2010-04-09,734237,1194.37
2010-04-12,734240,1196.48
2010-04-13,734241,1197.3
2010-04-14,734242,1210.65
2010-04-15,734243,1211.67
2010-04-16,734244,1192.13
2010-04-19,734247,1197.52
2010-04-20,734248,1207.17
2010-04-21,734249,1205.94
2010-04-22,734250,1208.67
2010-04-23,734251,1217.28
2010-04-26,734254,1212.05
2010-04-27,734255,1183.71
2010-04-28,734256,1191.36
2010-04-29,734257,1206.78
2010-04-30,734258,1186.69
2010-05-03,734261,1202.26
2010-05-04,734262,1173.6
2010-05-05,734263,1165.87
2010-05-06,734264,1128.15
2010-05-07,734265,1110.88
2010-05-10,734268,1159.73
2010-05-11,734269,1155.79
2010-05-12,734270,1171.67
2010-05-13,734271,1157.44
2010-05-14,734272,1135.68
2010-05-17,734275,1136.94
2010-05-18,734276,1120.8
2010-05-19,734277,1115.05
2010-05-20,734278,1071.59
2010-05-21,734279,1087.69
2010-05-24,734282,1073.65
2010-05-25,734283,1074.03
2010-05-26,734284,1067.95
2010-05-27,734285,1103.06
2010-05-28,734286,1089.41
2010-06-01,734290,1070.71
2010-06-02,734291,1098.38
2010-06-03,734292,1102.83
2010-06-04,734293,1064.88
2010-06-07,734296,1050.47
2010-06-08,734297,1062
2010-06-09,734298,1055.69
2010-06-10,734299,1086.84
2010-06-11,734300,1091.6
2010-06-14,734303,1089.63
2010-06-15,734304,1115.23
2010-06-16,734305,1114.61
2010-06-17,734306,1116.04
2010-06-18,734307,1117.51
2010-06-21,734310,1113.2
2010-06-22,734311,1095.31
2010-06-23,734312,1092.04
2010-06-24,734313,1073.69
2010-06-25,734314,1076.76
2010-06-28,734317,1074.57
2010-06-29,734318,1041.24
2010-06-30,734319,1030.71
2010-07-01,734320,1027.37
2010-07-02,734321,1022.58
2010-07-06,734325,1028.06
2010-07-07,734326,1060.27
2010-07-08,734327,1070.25
2010-07-09,734328,1077.96
2010-07-12,734331,1078.75
2010-07-13,734332,1095.34
2010-07-14,734333,1095.17
2010-07-15,734334,1096.48
2010-07-16,734335,1064.88
2010-07-19,734338,1071.25
2010-07-20,734339,1083.48
2010-07-21,734340,1069.59
2010-07-22,734341,1093.67
2010-07-23,734342,1102.66
2010-07-26,734345,1115.01
2010-07-27,734346,1113.84
2010-07-28,734347,1106.13
2010-07-29,734348,1101.53
2010-07-30,734349,1101.6
2010-08-02,734352,1125.86
2010-08-03,734353,1120.46
2010-08-04,734354,1127.24
2010-08-05,734355,1125.81
2010-08-06,734356,1121.64
2010-08-09,734359,1127.79
2010-08-10,734360,1121.06
2010-08-11,734361,1089.47
2010-08-12,734362,1083.61
2010-08-13,734363,1079.25
2010-08-16,734366,1079.38
2010-08-17,734367,1092.54
2010-08-18,734368,1094.16
2010-08-19,734369,1075.63
2010-08-20,734370,1071.69
2010-08-23,734373,1067.36
2010-08-24,734374,1051.87
2010-08-25,734375,1055.33
2010-08-26,734376,1047.22
2010-08-27,734377,1064.59
2010-08-30,734380,1048.92
2010-08-31,734381,1049.33
2010-09-01,734382,1080.29
2010-09-02,734383,1090.1
2010-09-03,734384,1104.51
2010-09-07,734388,1091.84
2010-09-08,734389,1098.87
2010-09-09,734390,1104.18
2010-09-10,734391,1109.55
2010-09-13,734394,1121.9
2010-09-14,734395,1121.1
2010-09-15,734396,1125.07
2010-09-16,734397,1124.66
2010-09-17,734398,1125.59
2010-09-20,734401,1142.71
2010-09-21,734402,1139.78
2010-09-22,734403,1134.28
2010-09-23,734404,1124.83
2010-09-24,734405,1148.67
2010-09-27,734408,1142.16
2010-09-28,734409,1147.7
2010-09-29,734410,1144.73
2010-09-30,734411,1141.2
2010-10-01,734412,1146.24
2010-10-04,734415,1137.03
2010-10-05,734416,1160.75
2010-10-06,734417,1159.97
2010-10-07,734418,1158.06
2010-10-08,734419,1165.15
2010-10-11,734422,1165.32
2010-10-12,734423,1169.77
2010-10-13,734424,1178.1
2010-10-14,734425,1173.81
2010-10-15,734426,1176.19
2010-10-18,734429,1184.71
2010-10-19,734430,1165.9
2010-10-20,734431,1178.17
2010-10-21,734432,1180.26
2010-10-22,734433,1183.08
2010-10-25,734436,1185.62
2010-10-26,734437,1185.64
2010-10-27,734438,1182.45
2010-10-28,734439,1183.78
2010-10-29,734440,1183.26
2010-11-01,734443,1184.38
2010-11-02,734444,1193.57
2010-11-03,734445,1197.96
2010-11-04,734446,1221.06
2010-11-05,734447,1225.85
2010-11-08,734450,1223.25
2010-11-09,734451,1213.4
2010-11-10,734452,1218.71
2010-11-11,734453,1213.54
2010-11-12,734454,1199.21
2010-11-15,734457,1197.75
2010-11-16,734458,1178.34
2010-11-17,734459,1178.59
2010-11-18,734460,1196.69
2010-11-19,734461,1199.73
2010-11-22,734464,1197.84
2010-11-23,734465,1180.73
2010-11-24,734466,1198.35
2010-11-26,734468,1189.4
2010-11-29,734471,1187.76
2010-11-30,734472,1180.55
2010-12-01,734473,1206.07
2010-12-02,734474,1221.53
2010-12-03,734475,1224.71
2010-12-06,734478,1223.12
2010-12-07,734479,1223.75
2010-12-08,734480,1228.28
2010-12-09,734481,1233
2010-12-10,734482,1240.4
2010-12-13,734485,1240.46
2010-12-14,734486,1241.59
2010-12-15,734487,1235.23
2010-12-16,734488,1242.87
2010-12-17,734489,1243.91
2010-12-20,734492,1247.08
2010-12-21,734493,1254.6
2010-12-22,734494,1258.84
2010-12-23,734495,1256.77
2010-12-27,734499,1257.54
2010-12-28,734500,1258.51
2010-12-29,734501,1259.78
2010-12-30,734502,1257.88
2010-12-31,734503,1257.64
2011-01-03,734506,1271.87
2011-01-04,734507,1270.2
2011-01-05,734508,1276.56
2011-01-06,734509,1273.85
2011-01-07,734510,1271.5
2011-01-10,734513,1269.75
2011-01-11,734514,1274.48
2011-01-12,734515,1285.96
2011-01-13,734516,1283.76
2011-01-14,734517,1293.24
2011-01-18,734521,1295.02
2011-01-19,734522,1281.92
2011-01-20,734523,1280.26
2011-01-21,734524,1283.35
2011-01-24,734527,1290.84
2011-01-25,734528,1291.18
2011-01-26,734529,1296.63
2011-01-27,734530,1299.54
2011-01-28,734531,1276.34
2011-01-31,734534,1286.12
2011-02-01,734535,1307.59
2011-02-02,734536,1304.03
2011-02-03,734537,1307.1
2011-02-04,734538,1310.87
2011-02-07,734541,1319.05
2011-02-08,734542,1324.57
2011-02-09,734543,1320.88
2011-02-10,734544,1321.87
2011-02-11,734545,1329.15
2011-02-14,734548,1332.32
2011-02-15,734549,1328.01
2011-02-16,734550,1336.32
2011-02-17,734551,1340.43
2011-02-18,734552,1343.01
2011-02-22,734556,1315.44
2011-02-23,734557,1307.4
2011-02-24,734558,1306.1
2011-02-25,734559,1319.88
2011-02-28,734562,1327.22
2011-03-01,734563,1306.33
2011-03-02,734564,1308.44
2011-03-03,734565,1330.97
2011-03-04,734566,1321.15
2011-03-07,734569,1310.13
2011-03-08,734570,1321.82
2011-03-09,734571,1320.02
2011-03-10,734572,1295.11
2011-03-11,734573,1304.28
2011-03-14,734576,1296.39
2011-03-15,734577,1281.87
2011-03-16,734578,1256.88
2011-03-17,734579,1273.72
2011-03-18,734580,1279.21
2011-03-21,734583,1298.38
2011-03-22,734584,1293.77
2011-03-23,734585,1297.54
2011-03-24,734586,1309.66
2011-03-25,734587,1313.8
2011-03-28,734590,1310.19
2011-03-29,734591,1319.44
2011-03-30,734592,1328.26
2011-03-31,734593,1325.83
2011-04-01,734594,1332.41
2011-04-04,734597,1332.87
2011-04-05,734598,1332.63
2011-04-06,734599,1335.54
2011-04-07,734600,1333.51
2011-04-08,734601,1328.17
2011-04-11,734604,1324.46
2011-04-12,734605,1314.16
2011-04-13,734606,1314.41
2011-04-14,734607,1314.52
2011-04-15,734608,1319.68
2011-04-18,734611,1305.14
2011-04-19,734612,1312.62
2011-04-20,734613,1330.36
2011-04-21,734614,1337.38
2011-04-25,734618,1335.25
2011-04-26,734619,1347.24
2011-04-27,734620,1355.66
2011-04-28,734621,1360.48
2011-04-29,734622,1363.61
2011-05-02,734625,1361.22
2011-05-03,734626,1356.62
2011-05-04,734627,1347.32
2011-05-05,734628,1335.1
2011-05-06,734629,1340.2
2011-05-09,734632,1346.29
2011-05-10,734633,1357.16
2011-05-11,734634,1342.08
2011-05-12,734635,1348.65
2011-05-13,734636,1337.77
2011-05-16,734639,1329.47
2011-05-17,734640,1328.98
2011-05-18,734641,1340.68
2011-05-19,734642,1343.6
2011-05-20,734643,1333.27
2011-05-23,734646,1317.37
2011-05-24,734647,1316.28
2011-05-25,734648,1320.47
2011-05-26,734649,1325.69
2011-05-27,734650,1331.1
2011-05-31,734654,1345.2
2011-06-01,734655,1314.55
2011-06-02,734656,1312.94
2011-06-03,734657,1300.16
2011-06-06,734660,1286.17
2011-06-07,734661,1284.94
2011-06-08,734662,1279.56
2011-06-09,734663,1289
2011-06-10,734664,1270.98
2011-06-13,734667,1271.83
2011-06-14,734668,1287.87
2011-06-15,734669,1265.42
2011-06-16,734670,1267.64
2011-06-17,734671,1271.5
2011-06-20,734674,1278.36
2011-06-21,734675,1295.52
2011-06-22,734676,1287.14
2011-06-23,734677,1283.5
2011-06-24,734678,1268.45
2011-06-27,734681,1280.1
2011-06-28,734682,1296.67
2011-06-29,734683,1307.41
2011-06-30,734684,1320.64
2011-07-01,734685,1339.67
2011-07-05,734689,1337.88
2011-07-06,734690,1339.22
2011-07-07,734691,1353.22
2011-07-08,734692,1343.8
2011-07-11,734695,1319.49
2011-07-12,734696,1313.64
2011-07-13,734697,1317.72
2011-07-14,734698,1308.87
2011-07-15,734699,1316.14
2011-07-18,734702,1305.44
2011-07-19,734703,1326.73
2011-07-20,734704,1325.84
2011-07-21,734705,1343.8
2011-07-22,734706,1345.02
2011-07-25,734709,1337.43
2011-07-26,734710,1331.94
2011-07-27,734711,1304.89
2011-07-28,734712,1300.67
2011-07-29,734713,1292.28
2011-08-01,734716,1286.94
2011-08-02,734717,1254.05
2011-08-03,734718,1260.34
2011-08-04,734719,1200.07
2011-08-05,734720,1199.38
2011-08-08,734723,1119.46
2011-08-09,734724,1172.53
2011-08-10,734725,1120.76
2011-08-11,734726,1172.64
2011-08-12,734727,1178.81
2011-08-15,734730,1204.49
2011-08-16,734731,1192.76
2011-08-17,734732,1193.89
2011-08-18,734733,1140.65
2011-08-19,734734,1123.53
2011-08-22,734737,1123.82
2011-08-23,734738,1162.35
2011-08-24,734739,1177.6
2011-08-25,734740,1159.27
2011-08-26,734741,1176.8
2011-08-29,734744,1210.08
2011-08-30,734745,1212.92
2011-08-31,734746,1218.89
2011-09-01,734747,1204.42
2011-09-02,734748,1173.97
2011-09-06,734752,1165.24
2011-09-07,734753,1198.62
2011-09-08,734754,1185.9
2011-09-09,734755,1154.23
2011-09-12,734758,1162.27
2011-09-13,734759,1172.87
2011-09-14,734760,1188.68
2011-09-15,734761,1209.11
2011-09-16,734762,1216.01
2011-09-19,734765,1204.09
2011-09-20,734766,1202.09
2011-09-21,734767,1166.76
2011-09-22,734768,1129.56
2011-09-23,734769,1136.43
2011-09-26,734772,1162.95
2011-09-27,734773,1175.38
2011-09-28,734774,1151.06
2011-09-29,734775,1160.4
2011-09-30,734776,1131.42
2011-10-03,734779,1099.23
2011-10-04,734780,1123.95
2011-10-05,734781,1144.03
2011-10-06,734782,1164.97
2011-10-07,734783,1155.46
2011-10-10,734786,1194.89
2011-10-11,734787,1195.54
2011-10-12,734788,1207.25
2011-10-13,734789,1203.66
2011-10-14,734790,1224.58
2011-10-17,734793,1200.86
2011-10-18,734794,1225.38
2011-10-19,734795,1209.88
2011-10-20,734796,1215.39
2011-10-21,734797,1238.25
2011-10-24,734800,1254.19
2011-10-25,734801,1229.05
2011-10-26,734802,1242
2011-10-27,734803,1284.59
2011-10-28,734804,1285.09
2011-10-31,734807,1253.3
2011-11-01,734808,1218.28
2011-11-02,734809,1237.9
2011-11-03,734810,1261.15
2011-11-04,734811,1253.23
2011-11-07,734814,1261.12
2011-11-08,734815,1275.92
2011-11-09,734816,1229.1
2011-11-10,734817,1239.7
2011-11-11,734818,1263.85
2011-11-14,734821,1251.78
2011-11-15,734822,1257.81
2011-11-16,734823,1236.91
2011-11-17,734824,1216.13
2011-11-18,734825,1215.65
2011-11-21,734828,1192.98
2011-11-22,734829,1188.04
2011-11-23,734830,1161.79
2011-11-25,734832,1158.67
2011-11-28,734835,1192.55
2011-11-29,734836,1195.19
2011-11-30,734837,1246.96
2011-12-01,734838,1244.58
2011-12-02,734839,1244.28
2011-12-05,734842,1257.08
2011-12-06,734843,1258.47
2011-12-07,734844,1261.01
2011-12-08,734845,1234.35
2011-12-09,734846,1255.19
2011-12-12,734849,1236.47
2011-12-13,734850,1225.73
2011-12-14,734851,1211.82
2011-12-15,734852,1215.75
2011-12-16,734853,1219.66
2011-12-19,734856,1205.35
2011-12-20,734857,1241.3
2011-12-21,734858,1243.72
2011-12-22,734859,1254
2011-12-23,734860,1265.33
2011-12-27,734864,1265.43
2011-12-28,734865,1249.64
2011-12-29,734866,1263.02
2011-12-30,734867,1257.6
2012-01-03,734871,1277.06
2012-01-04,734872,1277.3
2012-01-05,734873,1281.06
2012-01-06,734874,1277.81
2012-01-09,734877,1280.7
2012-01-10,734878,1292.08
2012-01-11,734879,1292.48
2012-01-12,734880,1295.5
2012-01-13,734881,1289.09
2012-01-17,734885,1293.67
2012-01-18,734886,1308.04
2012-01-19,734887,1314.5
2012-01-20,734888,1315.38
2012-01-23,734891,1316
2012-01-24,734892,1314.65
2012-01-25,734893,1326.06
2012-01-26,734894,1318.43
2012-01-27,734895,1316.33
2012-01-30,734898,1313.01
2012-01-31,734899,1312.41
2012-02-01,734900,1324.09
2012-02-02,734901,1325.54
2012-02-03,734902,1344.9
2012-02-06,734905,1344.33
2012-02-07,734906,1347.05
2012-02-08,734907,1349.96
2012-02-09,734908,1351.95
2012-02-10,734909,1342.64
2012-02-13,734912,1351.77
2012-02-14,734913,1350.5
2012-02-15,734914,1343.23
2012-02-16,734915,1358.04
2012-02-17,734916,1361.23
2012-02-21,734920,1362.21
2012-02-22,734921,1357.66
2012-02-23,734922,1363.46
2012-02-24,734923,1365.74
2012-02-27,734926,1367.59
2012-02-28,734927,1372.18
2012-02-29,734928,1365.68
2012-03-01,734929,1374.09
2012-03-02,734930,1369.63
2012-03-05,734933,1364.33
2012-03-06,734934,1343.36
2012-03-07,734935,1352.63
2012-03-08,734936,1365.91
2012-03-09,734937,1370.87
2012-03-12,734940,1371.09
2012-03-13,734941,1395.95
2012-03-14,734942,1394.28
2012-03-15,734943,1402.6
2012-03-16,734944,1404.17
2012-03-19,734947,1409.75
2012-03-20,734948,1405.52
2012-03-21,734949,1402.89
