ydatestr,ydate,cp
1963-05-22,717113,70.14
1963-05-23,717114,70.1
1963-05-24,717115,70.02
1963-05-27,717118,69.87
1963-05-28,717119,70.01
1963-05-29,717120,70.33
1963-05-31,717122,70.8
1963-06-03,717125,70.69
1963-06-04,717126,70.7
1963-06-05,717127,70.53
1963-06-06,717128,70.58
1963-06-07,717129,70.41
1963-06-10,717132,69.94
1963-06-11,717133,70.03
1963-06-12,717134,70.41
1963-06-13,717135,70.23
1963-06-14,717136,70.25
1963-06-17,717139,69.95
1963-06-18,717140,70.02
1963-06-19,717141,70.09
1963-06-20,717142,70.01
1963-06-21,717143,70.25
1963-06-24,717146,70.2
1963-06-25,717147,70.04
1963-06-26,717148,69.41
1963-06-27,717149,69.07
1963-06-28,717150,69.37
1963-07-01,717153,68.86
1963-07-02,717154,69.46
1963-07-03,717155,69.94
1963-07-05,717157,70.22
1963-07-08,717160,69.74
1963-07-09,717161,70.04
1963-07-10,717162,69.89
1963-07-11,717163,69.76
1963-07-12,717164,69.64
1963-07-15,717167,69.2
1963-07-16,717168,69.14
1963-07-17,717169,68.93
1963-07-18,717170,68.49
1963-07-19,717171,68.35
1963-07-22,717174,67.9
1963-07-23,717175,67.91
1963-07-24,717176,68.28
1963-07-25,717177,68.26
1963-07-26,717178,68.54
1963-07-29,717181,68.67
1963-07-30,717182,69.24
1963-07-31,717183,69.13
1963-08-01,717184,69.07
1963-08-02,717185,69.3
1963-08-05,717188,69.71
1963-08-06,717189,70.17
1963-08-07,717190,69.96
1963-08-08,717191,70.02
1963-08-09,717192,70.48
1963-08-12,717195,70.59
1963-08-13,717196,70.79
1963-08-14,717197,71.07
1963-08-15,717198,71.38
1963-08-16,717199,71.49
1963-08-19,717202,71.44
1963-08-20,717203,71.38
1963-08-21,717204,71.29
1963-08-22,717205,71.54
1963-08-23,717206,71.76
1963-08-26,717209,71.91
1963-08-27,717210,71.52
1963-08-28,717211,72.04
1963-08-29,717212,72.16
1963-08-30,717213,72.5
1963-09-03,717217,72.66
1963-09-04,717218,72.64
1963-09-05,717219,73
1963-09-06,717220,72.84
1963-09-09,717223,72.58
1963-09-10,717224,72.99
1963-09-11,717225,73.2
1963-09-12,717226,73.15
1963-09-13,717227,73.17
1963-09-16,717230,73.07
1963-09-17,717231,73.12
1963-09-18,717232,72.8
1963-09-19,717233,73.22
1963-09-20,717234,73.3
1963-09-23,717237,72.96
1963-09-24,717238,73.3
1963-09-25,717239,72.89
1963-09-26,717240,72.27
1963-09-27,717241,72.13
1963-09-30,717244,71.7
1963-10-01,717245,72.22
1963-10-02,717246,72.3
1963-10-03,717247,72.83
1963-10-04,717248,72.85
1963-10-07,717251,72.7
1963-10-08,717252,72.6
1963-10-09,717253,71.87
1963-10-10,717254,72.2
1963-10-11,717255,72.27
1963-10-14,717258,72.3
1963-10-15,717259,72.4
1963-10-16,717260,72.97
1963-10-17,717261,73.26
1963-10-18,717262,73.32
1963-10-21,717265,73.38
1963-10-22,717266,72.96
1963-10-23,717267,73
1963-10-24,717268,73.28
1963-10-25,717269,74.01
1963-10-28,717272,74.48
1963-10-29,717273,74.46
1963-10-30,717274,73.8
1963-10-31,717275,74.01
1963-11-01,717276,73.83
1963-11-04,717279,73.45
1963-11-06,717281,72.81
1963-11-07,717282,73.06
1963-11-08,717283,73.36
1963-11-11,717286,73.52
1963-11-12,717287,73.23
1963-11-13,717288,73.29
1963-11-14,717289,72.95
1963-11-15,717290,72.35
1963-11-18,717293,71.83
1963-11-19,717294,71.9
1963-11-20,717295,72.56
1963-11-21,717296,71.62
1963-11-22,717297,69.61
1963-11-26,717301,72.38
1963-11-27,717302,72.25
1963-11-29,717304,73.23
1963-12-02,717307,73.66
1963-12-03,717308,73.62
1963-12-04,717309,73.8
1963-12-05,717310,74.28
1963-12-06,717311,74
1963-12-09,717314,73.96
1963-12-10,717315,73.99
1963-12-11,717316,73.9
1963-12-12,717317,73.91
1963-12-13,717318,74.06
1963-12-16,717321,74.3
1963-12-17,717322,74.74
1963-12-18,717323,74.63
1963-12-19,717324,74.4
1963-12-20,717325,74.28
1963-12-23,717328,73.81
1963-12-24,717329,73.97
1963-12-26,717331,74.32
1963-12-27,717332,74.44
1963-12-30,717335,74.56
1963-12-31,717336,75.02
1964-01-02,717338,75.43
1964-01-03,717339,75.5
1964-01-06,717342,75.67
1964-01-07,717343,75.69
1964-01-08,717344,76
1964-01-09,717345,76.28
1964-01-10,717346,76.24
1964-01-13,717349,76.22
1964-01-14,717350,76.36
1964-01-15,717351,76.64
1964-01-16,717352,76.55
1964-01-17,717353,76.56
1964-01-20,717356,76.41
1964-01-21,717357,76.62
1964-01-22,717358,77.03
1964-01-23,717359,77.09
1964-01-24,717360,77.11
1964-01-27,717363,77.08
1964-01-28,717364,77.1
1964-01-29,717365,76.63
1964-01-30,717366,76.7
1964-01-31,717367,77.04
1964-02-03,717370,76.97
1964-02-04,717371,76.88
1964-02-05,717372,76.75
1964-02-06,717373,76.93
1964-02-07,717374,77.18
1964-02-10,717377,77.05
1964-02-11,717378,77.33
1964-02-12,717379,77.57
1964-02-13,717380,77.52
1964-02-14,717381,77.48
1964-02-17,717384,77.46
1964-02-18,717385,77.47
1964-02-19,717386,77.55
1964-02-20,717387,77.62
1964-02-24,717391,77.68
1964-02-25,717392,77.68
1964-02-26,717393,77.87
1964-02-27,717394,77.62
1964-02-28,717395,77.8
1964-03-02,717398,77.97
1964-03-03,717399,78.22
1964-03-04,717400,78.07
1964-03-05,717401,78.06
1964-03-06,717402,78.31
1964-03-09,717405,78.33
1964-03-10,717406,78.59
1964-03-11,717407,78.95
1964-03-12,717408,79.08
1964-03-13,717409,79.14
1964-03-16,717412,79.14
1964-03-17,717413,79.32
1964-03-18,717414,79.38
1964-03-19,717415,79.3
1964-03-20,717416,78.92
1964-03-23,717419,78.93
1964-03-24,717420,78.79
1964-03-25,717421,78.98
1964-03-26,717422,79.19
1964-03-30,717426,79.14
1964-03-31,717427,78.98
1964-04-01,717428,79.24
1964-04-02,717429,79.7
1964-04-03,717430,79.94
1964-04-06,717433,80.02
1964-04-07,717434,79.74
1964-04-08,717435,79.75
1964-04-09,717436,79.7
1964-04-10,717437,79.85
1964-04-13,717440,79.77
1964-04-14,717441,79.99
1964-04-15,717442,80.09
1964-04-16,717443,80.2
1964-04-17,717444,80.55
1964-04-20,717447,80.5
1964-04-21,717448,80.54
1964-04-22,717449,80.49
1964-04-23,717450,80.38
1964-04-24,717451,79.75
1964-04-27,717454,79.35
1964-04-28,717455,79.9
1964-04-29,717456,79.7
1964-04-30,717457,79.46
1964-05-01,717458,80.17
1964-05-04,717461,80.47
1964-05-05,717462,80.88
1964-05-06,717463,81.06
1964-05-07,717464,81.15
1964-05-08,717465,81
1964-05-11,717468,80.9
1964-05-12,717469,81.16
1964-05-13,717470,80.97
1964-05-14,717471,80.86
1964-05-15,717472,81.1
1964-05-18,717475,80.72
1964-05-19,717476,80.3
1964-05-20,717477,80.66
1964-05-21,717478,80.94
1964-05-22,717479,80.73
1964-05-25,717482,80.56
1964-05-26,717483,80.39
1964-05-27,717484,80.26
1964-05-28,717485,80.37
1964-06-01,717489,80.11
1964-06-02,717490,79.7
1964-06-03,717491,79.49
1964-06-04,717492,78.67
1964-06-05,717493,79.02
1964-06-08,717496,78.64
1964-06-09,717497,79.14
1964-06-10,717498,79.44
1964-06-11,717499,79.73
1964-06-12,717500,79.6
1964-06-15,717503,79.97
1964-06-16,717504,80.4
1964-06-17,717505,80.81
1964-06-18,717506,80.79
1964-06-19,717507,80.89
1964-06-22,717510,81.11
1964-06-23,717511,80.77
1964-06-24,717512,81.06
1964-06-25,717513,81.21
1964-06-26,717514,81.46
1964-06-29,717517,81.64
1964-06-30,717518,81.69
1964-07-01,717519,82.27
1964-07-02,717520,82.6
1964-07-06,717524,82.98
1964-07-07,717525,83.12
1964-07-08,717526,83.12
1964-07-09,717527,83.22
1964-07-10,717528,83.36
1964-07-13,717531,83.31
1964-07-14,717532,83.06
1964-07-15,717533,83.34
1964-07-16,717534,83.64
1964-07-17,717535,84.01
1964-07-20,717538,83.74
1964-07-21,717539,83.54
1964-07-22,717540,83.52
1964-07-23,717541,83.48
1964-07-24,717542,83.46
1964-07-27,717545,83.08
1964-07-28,717546,82.85
1964-07-29,717547,82.92
1964-07-30,717548,83.09
1964-07-31,717549,83.18
1964-08-03,717552,83
1964-08-04,717553,81.96
1964-08-05,717554,82.09
1964-08-06,717555,81.34
1964-08-07,717556,81.86
1964-08-10,717559,81.78
1964-08-11,717560,81.76
1964-08-12,717561,82.17
1964-08-13,717562,82.41
1964-08-14,717563,82.35
1964-08-17,717566,82.36
1964-08-18,717567,82.4
1964-08-19,717568,82.32
1964-08-20,717569,81.94
1964-08-21,717570,82.07
1964-08-24,717573,81.91
1964-08-25,717574,81.44
1964-08-26,717575,81.32
1964-08-27,717576,81.7
1964-08-28,717577,81.99
1964-08-31,717580,81.83
1964-09-01,717581,82.18
1964-09-02,717582,82.31
1964-09-03,717583,82.56
1964-09-04,717584,82.76
1964-09-08,717588,82.87
1964-09-09,717589,83.05
1964-09-10,717590,83.1
1964-09-11,717591,83.45
1964-09-14,717594,83.22
1964-09-15,717595,83
1964-09-16,717596,83.24
1964-09-17,717597,83.79
1964-09-18,717598,83.48
1964-09-21,717601,83.86
1964-09-22,717602,83.89
1964-09-23,717603,83.91
1964-09-24,717604,84
1964-09-25,717605,84.21
1964-09-28,717608,84.28
1964-09-29,717609,84.24
1964-09-30,717610,84.18
1964-10-01,717611,84.08
1964-10-02,717612,84.36
1964-10-05,717615,84.74
1964-10-06,717616,84.79
1964-10-07,717617,84.8
1964-10-08,717618,85.04
1964-10-09,717619,85.22
1964-10-12,717622,85.24
1964-10-13,717623,84.96
1964-10-14,717624,84.79
1964-10-15,717625,84.25
1964-10-16,717626,84.83
1964-10-19,717629,84.93
1964-10-20,717630,85.18
1964-10-21,717631,85.1
1964-10-22,717632,84.94
1964-10-23,717633,85.14
1964-10-26,717636,85
1964-10-27,717637,85
1964-10-28,717638,84.69
1964-10-29,717639,84.73
1964-10-30,717640,84.86
1964-11-02,717643,85.18
1964-11-04,717645,85.14
1964-11-05,717646,85.16
1964-11-06,717647,85.23
1964-11-09,717650,85.19
1964-11-10,717651,84.84
1964-11-11,717652,85.08
1964-11-12,717653,85.19
1964-11-13,717654,85.21
1964-11-16,717657,85.65
1964-11-17,717658,86.03
1964-11-18,717659,86.22
1964-11-19,717660,86.18
1964-11-20,717661,86.28
1964-11-23,717664,86
1964-11-24,717665,85.73
1964-11-25,717666,85.44
1964-11-27,717668,85.16
1964-11-30,717671,84.42
1964-12-01,717672,83.55
1964-12-02,717673,83.79
1964-12-03,717674,84.18
1964-12-04,717675,84.35
1964-12-07,717678,84.33
1964-12-08,717679,84
1964-12-09,717680,83.46
1964-12-10,717681,83.45
1964-12-11,717682,83.66
1964-12-14,717685,83.45
1964-12-15,717686,83.22
1964-12-16,717687,83.55
1964-12-17,717688,83.9
1964-12-18,717689,84.29
1964-12-21,717692,84.38
1964-12-22,717693,84.33
1964-12-23,717694,84.15
1964-12-24,717695,84.15
1964-12-28,717699,84.07
1964-12-29,717700,83.81
1964-12-30,717701,84.3
1964-12-31,717702,84.75
1965-01-04,717706,84.23
1965-01-05,717707,84.63
1965-01-06,717708,84.89
1965-01-07,717709,85.26
1965-01-08,717710,85.37
1965-01-11,717713,85.4
1965-01-12,717714,85.61
1965-01-13,717715,85.84
1965-01-14,717716,85.84
1965-01-15,717717,86.21
1965-01-18,717720,86.49
1965-01-19,717721,86.63
1965-01-20,717722,86.6
1965-01-21,717723,86.52
1965-01-22,717724,86.74
1965-01-25,717727,86.86
1965-01-26,717728,86.94
1965-01-27,717729,87.23
1965-01-28,717730,87.48
1965-01-29,717731,87.56
1965-02-01,717734,87.58
1965-02-02,717735,87.55
1965-02-03,717736,87.63
1965-02-04,717737,87.57
1965-02-05,717738,87.29
1965-02-08,717741,86.95
1965-02-09,717742,87.24
1965-02-10,717743,86.46
1965-02-11,717744,85.54
1965-02-12,717745,86.17
1965-02-15,717748,86.07
1965-02-16,717749,85.67
1965-02-17,717750,85.77
1965-02-18,717751,86.05
1965-02-19,717752,86.21
1965-02-23,717756,86.64
1965-02-24,717757,87.17
1965-02-25,717758,87.2
1965-02-26,717759,87.43
1965-03-01,717762,87.25
1965-03-02,717763,87.4
1965-03-03,717764,87.26
1965-03-04,717765,86.98
1965-03-05,717766,86.8
1965-03-08,717769,86.83
1965-03-09,717770,86.69
1965-03-10,717771,86.54
1965-03-11,717772,86.9
1965-03-12,717773,87.21
1965-03-15,717776,87.24
1965-03-16,717777,87.13
1965-03-17,717778,87.02
1965-03-18,717779,86.81
1965-03-19,717780,86.84
1965-03-22,717783,86.83
1965-03-23,717784,86.93
1965-03-24,717785,87.09
1965-03-25,717786,86.84
1965-03-26,717787,86.2
1965-03-29,717790,86.03
1965-03-30,717791,86.2
1965-03-31,717792,86.16
1965-04-01,717793,86.32
1965-04-02,717794,86.53
1965-04-05,717797,86.53
1965-04-06,717798,86.5
1965-04-07,717799,86.55
1965-04-08,717800,87.04
1965-04-09,717801,87.56
1965-04-12,717804,87.94
1965-04-13,717805,88.04
1965-04-14,717806,88.24
1965-04-15,717807,88.15
1965-04-19,717811,88.51
1965-04-20,717812,88.46
1965-04-21,717813,88.3
1965-04-22,717814,88.78
1965-04-23,717815,88.88
1965-04-26,717818,88.89
1965-04-27,717819,89.04
1965-04-28,717820,89
1965-04-29,717821,88.93
1965-04-30,717822,89.11
1965-05-03,717825,89.23
1965-05-04,717826,89.51
1965-05-05,717827,89.71
1965-05-06,717828,89.92
1965-05-07,717829,89.85
1965-05-10,717832,89.66
1965-05-11,717833,89.55
1965-05-12,717834,89.94
1965-05-13,717835,90.27
1965-05-14,717836,90.1
1965-05-17,717839,89.54
1965-05-18,717840,89.46
1965-05-19,717841,89.67
1965-05-20,717842,89.18
1965-05-21,717843,88.75
1965-05-24,717846,88.09
1965-05-25,717847,88.6
1965-05-26,717848,88.3
1965-05-27,717849,87.84
1965-05-28,717850,88.42
1965-06-01,717854,88.72
1965-06-02,717855,87.09
1965-06-03,717856,86.9
1965-06-04,717857,87.11
1965-06-07,717860,86.88
1965-06-08,717861,85.93
1965-06-09,717862,85.04
1965-06-10,717863,84.73
1965-06-11,717864,85.12
1965-06-14,717867,84.01
1965-06-15,717868,84.49
1965-06-16,717869,85.2
1965-06-17,717870,85.74
1965-06-18,717871,85.34
1965-06-21,717874,85.05
1965-06-22,717875,85.21
1965-06-23,717876,84.67
1965-06-24,717877,83.56
1965-06-25,717878,83.06
1965-06-28,717881,81.6
1965-06-29,717882,82.41
1965-06-30,717883,84.12
1965-07-01,717884,84.48
1965-07-02,717885,85.16
1965-07-06,717889,84.99
1965-07-07,717890,84.67
1965-07-08,717891,85.39
1965-07-09,717892,85.71
1965-07-12,717895,85.69
1965-07-13,717896,85.59
1965-07-14,717897,85.87
1965-07-15,717898,85.72
1965-07-16,717899,85.69
1965-07-19,717902,85.63
1965-07-20,717903,84.55
1965-07-21,717904,84.07
1965-07-22,717905,83.85
1965-07-23,717906,84.07
1965-07-26,717909,84.05
1965-07-27,717910,83.87
1965-07-28,717911,84.03
1965-07-29,717912,84.68
1965-07-30,717913,85.25
1965-08-02,717916,85.42
1965-08-03,717917,85.46
1965-08-04,717918,85.79
1965-08-05,717919,85.79
1965-08-06,717920,86.07
1965-08-09,717923,85.86
1965-08-10,717924,85.87
1965-08-11,717925,86.13
1965-08-12,717926,86.38
1965-08-13,717927,86.77
1965-08-16,717930,86.87
1965-08-17,717931,87.04
1965-08-18,717932,86.99
1965-08-19,717933,86.79
1965-08-20,717934,86.69
1965-08-23,717937,86.56
1965-08-24,717938,86.71
1965-08-25,717939,86.81
1965-08-26,717940,87.14
1965-08-27,717941,87.2
1965-08-30,717944,87.21
1965-08-31,717945,87.17
1965-09-01,717946,87.17
1965-09-02,717947,87.65
1965-09-03,717948,88.06
1965-09-07,717952,88.36
1965-09-08,717953,88.66
1965-09-09,717954,88.89
1965-09-10,717955,89.12
1965-09-13,717958,89.38
1965-09-14,717959,89.03
1965-09-15,717960,89.52
1965-09-16,717961,90.02
1965-09-17,717962,90.05
1965-09-20,717965,90.08
1965-09-21,717966,89.81
1965-09-22,717967,90.22
1965-09-23,717968,89.86
1965-09-24,717969,90.02
1965-09-27,717972,90.65
1965-09-28,717973,90.43
1965-09-29,717974,90.02
1965-09-30,717975,89.96
1965-10-01,717976,89.9
1965-10-04,717979,90.08
1965-10-05,717980,90.63
1965-10-06,717981,90.54
1965-10-07,717982,90.47
1965-10-08,717983,90.85
1965-10-11,717986,91.37
1965-10-12,717987,91.35
1965-10-13,717988,91.34
1965-10-14,717989,91.19
1965-10-15,717990,91.38
1965-10-18,717993,91.68
1965-10-19,717994,91.8
1965-10-20,717995,91.78
1965-10-21,717996,91.94
1965-10-22,717997,91.98
1965-10-25,718000,91.67
1965-10-26,718001,92.2
1965-10-27,718002,92.51
1965-10-28,718003,92.21
1965-10-29,718004,92.42
1965-11-01,718007,92.23
1965-11-03,718009,92.31
1965-11-04,718010,92.46
1965-11-05,718011,92.37
1965-11-08,718014,92.23
1965-11-09,718015,91.93
1965-11-10,718016,91.83
1965-11-11,718017,92.11
1965-11-12,718018,92.55
1965-11-15,718021,92.63
1965-11-16,718022,92.41
1965-11-17,718023,92.6
1965-11-18,718024,92.22
1965-11-19,718025,92.24
1965-11-22,718028,91.64
1965-11-23,718029,91.78
1965-11-24,718030,91.94
1965-11-26,718032,92.03
1965-11-29,718035,91.8
1965-11-30,718036,91.61
1965-12-01,718037,91.5
1965-12-02,718038,91.21
1965-12-03,718039,91.27
1965-12-06,718042,90.59
1965-12-07,718043,91.39
1965-12-08,718044,91.28
1965-12-09,718045,91.56
1965-12-10,718046,91.8
1965-12-13,718049,91.83
1965-12-14,718050,91.88
1965-12-15,718051,92.02
1965-12-16,718052,92.12
1965-12-17,718053,92.08
1965-12-20,718056,91.65
1965-12-21,718057,92.01
1965-12-22,718058,92.29
1965-12-23,718059,92.19
1965-12-27,718063,91.52
1965-12-28,718064,91.53
1965-12-29,718065,91.81
1965-12-30,718066,92.2
1965-12-31,718067,92.43
1966-01-03,718070,92.18
1966-01-04,718071,92.26
1966-01-05,718072,92.85
1966-01-06,718073,93.06
1966-01-07,718074,93.14
1966-01-10,718077,93.33
1966-01-11,718078,93.41
1966-01-12,718079,93.19
1966-01-13,718080,93.36
1966-01-14,718081,93.5
1966-01-17,718084,93.77
1966-01-18,718085,93.95
1966-01-19,718086,93.69
1966-01-20,718087,93.36
1966-01-21,718088,93.47
1966-01-24,718091,93.71
1966-01-25,718092,93.85
1966-01-26,718093,93.7
1966-01-27,718094,93.67
1966-01-28,718095,93.31
1966-01-31,718098,92.88
1966-02-01,718099,92.16
1966-02-02,718100,92.53
1966-02-03,718101,92.65
1966-02-04,718102,93.26
1966-02-07,718105,93.59
1966-02-08,718106,93.55
1966-02-09,718107,94.06
1966-02-10,718108,93.83
1966-02-11,718109,93.81
1966-02-14,718112,93.53
1966-02-15,718113,93.17
1966-02-16,718114,93.16
1966-02-17,718115,92.66
1966-02-18,718116,92.41
1966-02-21,718119,91.87
1966-02-23,718121,91.48
1966-02-24,718122,90.89
1966-02-25,718123,91.14
1966-02-28,718126,91.22
1966-03-01,718127,90.06
1966-03-02,718128,89.15
1966-03-03,718129,89.47
1966-03-04,718130,89.24
1966-03-07,718133,88.04
1966-03-08,718134,88.18
1966-03-09,718135,88.96
1966-03-10,718136,88.96
1966-03-11,718137,88.85
1966-03-14,718140,87.85
1966-03-15,718141,87.35
1966-03-16,718142,87.86
1966-03-17,718143,88.17
1966-03-18,718144,88.53
1966-03-21,718147,89.2
1966-03-22,718148,89.46
1966-03-23,718149,89.13
1966-03-24,718150,89.29
1966-03-25,718151,89.54
1966-03-28,718154,89.62
1966-03-29,718155,89.27
1966-03-30,718156,88.78
1966-03-31,718157,89.23
1966-04-01,718158,89.94
1966-04-04,718161,90.76
1966-04-05,718162,91.31
1966-04-06,718163,91.56
1966-04-07,718164,91.76
1966-04-11,718168,91.79
1966-04-12,718169,91.45
1966-04-13,718170,91.54
1966-04-14,718171,91.87
1966-04-15,718172,91.99
1966-04-18,718175,91.58
1966-04-19,718176,91.57
1966-04-20,718177,92.08
1966-04-21,718178,92.42
1966-04-22,718179,92.27
1966-04-25,718182,92.08
1966-04-26,718183,91.99
1966-04-27,718184,91.76
1966-04-28,718185,91.13
1966-04-29,718186,91.06
1966-05-02,718189,90.9
1966-05-03,718190,89.85
1966-05-04,718191,89.39
1966-05-05,718192,87.93
1966-05-06,718193,87.84
1966-05-09,718196,86.32
1966-05-10,718197,87.08
1966-05-11,718198,87.23
1966-05-12,718199,86.23
1966-05-13,718200,85.47
1966-05-16,718203,84.41
1966-05-17,718204,83.63
1966-05-18,718205,85.12
1966-05-19,718206,85.02
1966-05-20,718207,85.43
1966-05-23,718210,86.2
1966-05-24,718211,86.77
1966-05-25,718212,87.07
1966-05-26,718213,87.07
1966-05-27,718214,87.33
1966-05-31,718218,86.13
1966-06-01,718219,86.1
1966-06-02,718220,85.96
1966-06-03,718221,86.06
1966-06-06,718224,85.42
1966-06-07,718225,84.83
1966-06-08,718226,84.93
1966-06-09,718227,85.5
1966-06-10,718228,86.44
1966-06-13,718231,86.83
1966-06-14,718232,87.07
1966-06-15,718233,86.73
1966-06-16,718234,86.47
1966-06-17,718235,86.51
1966-06-20,718238,86.48
1966-06-21,718239,86.71
1966-06-22,718240,86.85
1966-06-23,718241,86.5
1966-06-24,718242,86.58
1966-06-27,718245,86.08
1966-06-28,718246,85.67
1966-06-29,718247,84.86
1966-06-30,718248,84.74
1966-07-01,718249,85.61
1966-07-05,718253,85.82
1966-07-06,718254,87.06
1966-07-07,718255,87.38
1966-07-08,718256,87.61
1966-07-11,718259,87.45
1966-07-12,718260,86.88
1966-07-13,718261,86.3
1966-07-14,718262,86.82
1966-07-15,718263,87.08
1966-07-18,718266,86.99
1966-07-19,718267,86.33
1966-07-20,718268,85.51
1966-07-21,718269,85.52
1966-07-22,718270,85.41
1966-07-25,718273,83.83
1966-07-26,718274,83.7
1966-07-27,718275,84.1
1966-07-28,718276,83.77
1966-07-29,718277,83.6
1966-08-01,718280,82.31
1966-08-02,718281,82.33
1966-08-03,718282,83.15
1966-08-04,718283,83.93
1966-08-05,718284,84
1966-08-08,718287,83.75
1966-08-09,718288,83.49
1966-08-10,718289,83.11
1966-08-11,718290,83.02
1966-08-12,718291,83.17
1966-08-15,718294,82.74
1966-08-16,718295,81.63
1966-08-17,718296,81.18
1966-08-18,718297,80.16
1966-08-19,718298,79.62
1966-08-22,718301,78.24
1966-08-23,718302,78.11
1966-08-24,718303,79.07
1966-08-25,718304,78.06
1966-08-26,718305,76.41
1966-08-29,718308,74.53
1966-08-30,718309,75.86
1966-08-31,718310,77.1
1966-09-01,718311,77.7
1966-09-02,718312,77.42
1966-09-06,718316,76.96
1966-09-07,718317,76.37
1966-09-08,718318,76.05
1966-09-09,718319,76.29
1966-09-12,718322,77.91
1966-09-13,718323,78.32
1966-09-14,718324,79.13
1966-09-15,718325,80.08
1966-09-16,718326,79.99
1966-09-19,718329,79.59
1966-09-20,718330,79.04
1966-09-21,718331,77.71
1966-09-22,718332,77.94
1966-09-23,718333,77.67
1966-09-26,718336,77.86
1966-09-27,718337,78.1
1966-09-28,718338,77.11
1966-09-29,718339,76.31
1966-09-30,718340,76.56
1966-10-03,718343,74.9
1966-10-04,718344,75.1
1966-10-05,718345,74.69
1966-10-06,718346,74.05
1966-10-07,718347,73.2
1966-10-10,718350,74.53
1966-10-11,718351,74.91
1966-10-12,718352,77.04
1966-10-13,718353,76.89
1966-10-14,718354,76.6
1966-10-17,718357,77.47
1966-10-18,718358,78.68
1966-10-19,718359,78.05
1966-10-20,718360,77.84
1966-10-21,718361,78.19
1966-10-24,718364,78.42
1966-10-25,718365,78.9
1966-10-26,718366,79.58
1966-10-27,718367,80.23
1966-10-28,718368,80.24
1966-10-31,718371,80.2
1966-11-01,718372,80.81
1966-11-02,718373,80.88
1966-11-03,718374,80.56
1966-11-04,718375,80.81
1966-11-07,718378,80.73
1966-11-09,718380,81.38
1966-11-10,718381,81.89
1966-11-11,718382,81.94
1966-11-14,718385,81.37
1966-11-15,718386,81.69
1966-11-16,718387,82.37
1966-11-17,718388,81.8
1966-11-18,718389,81.26
1966-11-21,718392,80.09
1966-11-22,718393,79.67
1966-11-23,718394,80.21
1966-11-25,718396,80.85
1966-11-28,718399,80.71
1966-11-29,718400,80.42
1966-11-30,718401,80.45
1966-12-01,718402,80.08
1966-12-02,718403,80.13
1966-12-05,718406,80.24
1966-12-06,718407,80.84
1966-12-07,718408,81.72
1966-12-08,718409,82.05
1966-12-09,718410,82.14
1966-12-12,718413,83
1966-12-13,718414,82.73
1966-12-14,718415,82.64
1966-12-15,718416,81.64
1966-12-16,718417,81.58
1966-12-19,718420,81.27
1966-12-20,718421,80.96
1966-12-21,718422,81.38
1966-12-22,718423,81.69
1966-12-23,718424,81.47
1966-12-27,718428,81
1966-12-28,718429,80.61
1966-12-29,718430,80.37
1966-12-30,718431,80.33
1967-01-03,718435,80.38
1967-01-04,718436,80.55
1967-01-05,718437,81.6
1967-01-06,718438,82.18
1967-01-09,718441,82.81
1967-01-10,718442,82.81
1967-01-11,718443,83.47
1967-01-12,718444,83.91
1967-01-13,718445,84.53
1967-01-16,718448,84.31
1967-01-17,718449,85.24
1967-01-18,718450,85.79
1967-01-19,718451,85.82
1967-01-20,718452,86.07
1967-01-23,718455,86.39
1967-01-24,718456,86.51
1967-01-25,718457,85.85
1967-01-26,718458,85.81
1967-01-27,718459,86.16
1967-01-30,718462,86.66
1967-01-31,718463,86.61
1967-02-01,718464,86.43
1967-02-02,718465,86.73
1967-02-03,718466,87.36
1967-02-06,718469,87.18
1967-02-07,718470,86.95
1967-02-08,718471,87.72
1967-02-09,718472,87.36
1967-02-10,718473,87.63
1967-02-13,718476,87.58
1967-02-14,718477,88.17
1967-02-15,718478,88.27
1967-02-16,718479,87.86
1967-02-17,718480,87.89
1967-02-20,718483,87.4
1967-02-21,718484,87.34
1967-02-23,718486,87.45
1967-02-24,718487,87.41
1967-02-27,718490,86.46
1967-02-28,718491,86.78
1967-03-01,718492,87.68
1967-03-02,718493,88.16
1967-03-03,718494,88.29
1967-03-06,718497,88.1
1967-03-07,718498,88.16
1967-03-08,718499,88.27
1967-03-09,718500,88.53
1967-03-10,718501,88.89
1967-03-13,718504,88.43
1967-03-14,718505,88.35
1967-03-15,718506,89.19
1967-03-16,718507,90.09
1967-03-17,718508,90.25
1967-03-20,718511,90.2
1967-03-21,718512,90
1967-03-22,718513,90.25
1967-03-23,718514,90.94
1967-03-27,718518,90.87
1967-03-28,718519,90.91
1967-03-29,718520,90.73
1967-03-30,718521,90.7
1967-03-31,718522,90.2
1967-04-03,718525,89.24
1967-04-04,718526,89.22
1967-04-05,718527,89.79
1967-04-06,718528,89.94
1967-04-07,718529,89.36
1967-04-10,718532,88.24
1967-04-11,718533,88.88
1967-04-12,718534,88.78
1967-04-13,718535,89.46
1967-04-14,718536,90.43
1967-04-17,718539,91.07
1967-04-18,718540,91.86
1967-04-19,718541,91.94
1967-04-20,718542,92.11
1967-04-21,718543,92.3
1967-04-24,718546,92.62
1967-04-25,718547,93.11
1967-04-26,718548,93.02
1967-04-27,718549,93.81
1967-04-28,718550,94.01
1967-05-01,718553,93.84
1967-05-02,718554,93.67
1967-05-03,718555,93.91
1967-05-04,718556,94.32
1967-05-05,718557,94.44
1967-05-08,718560,94.58
1967-05-09,718561,93.6
1967-05-10,718562,93.35
1967-05-11,718563,93.75
